Product,Toplam Üretimde Bekleyen (M2),Son TerminTarihi,Week Number,Year
Product 1028,820.8,2024-11-24,W39,2024
Product 972,2030.4,,W39,2024
Product 1383,2030.4,2024-11-28,W39,2024
Product 1384,2030.4,2024-11-08,W39,2024
Product 1239,518.4,,W39,2024
Product 1034,432.0,2024-10-29,W39,2024
Product 1034,1080.0,2024-11-20,W39,2024
Product 2094,1036.8,2024-11-01,W39,2024
Product 14,400.0,2024-11-26,W39,2024
Product 14,3100.0,2024-12-07,W39,2024
Product 9,1000.0,2024-12-08,W39,2024
Product 10,100.0,2024-11-26,W39,2024
Product 10,900.0,2024-12-09,W39,2024
Product 1,100.0,2024-11-26,W39,2024
Product 1,1400.0,2024-12-03,W39,2024
Product 2,100.0,2024-11-26,W39,2024
Product 2,1400.0,2024-12-04,W39,2024
Product 16,192.0,2024-11-26,W39,2024
Product 16,1344.0,2024-12-08,W39,2024
Product 15,864.0,2024-11-26,W39,2024
Product 15,5664.0,2024-12-07,W39,2024
Product 78,8017.92,2024-11-28,W39,2024
Product 242,1518.0,2024-11-26,W39,2024
Product 277,3628.8,2024-11-26,W39,2024
Product 279,1512.0,2024-11-26,W39,2024
Product 281,4536.0,2024-11-26,W39,2024
Product 347,2782.08,2024-11-26,W39,2024
Product 297,2747.52,2024-11-26,W39,2024
Product 326,622.08,2024-11-26,W39,2024
Product 319,1503.36,2024-11-26,W39,2024
Product 247,1503.36,2024-11-26,W39,2024
Product 251,518.4,2024-12-04,W39,2024
Product 224,1503.36,2024-12-04,W39,2024
Product 508,780.0,2024-10-16,W39,2024
Product 508,720.0,2024-11-14,W39,2024
Product 516,6048.0,2024-11-02,W39,2024
Product 761,2262.0,2024-11-11,W39,2024
Product 998,1036.8,2024-10-24,W39,2024
Product 1679,1036.8,2024-11-05,W39,2024
Product 747,120.0,,W39,2024
Product 2177,156.0,2024-10-28,W39,2024
Product 2177,702.0,2024-12-30,W39,2024
Product 767,156.0,2024-10-08,W39,2024
Product 2196,468.0,2024-10-28,W39,2024
Product 1956,145.0,2024-10-08,W39,2024
Product 505,240.0,2024-11-05,W39,2024
Product 505,1260.0,,W39,2024
Product 515,483.84,2024-11-05,W39,2024
Product 515,2540.16,,W39,2024
Product 516,2540.16,2024-11-23,W39,2024
Product 1563,3507.4,2024-12-13,W39,2024
Product 1095,600.0,2024-12-11,W39,2024
Product 741,720.0,2024-12-29,W39,2024
Product 750,720.0,2024-12-29,W39,2024
Product 756,720.0,2024-11-15,W39,2024
Product 868,180.0,2024-11-05,W39,2024
Product 868,840.0,2024-11-16,W39,2024
Product 871,660.0,2024-11-15,W39,2024
Product 871,60.0,,W39,2024
Product 876,720.0,2024-12-29,W39,2024
Product 1250,720.0,2024-11-05,W39,2024
Product 817,1391.04,2024-12-13,W39,2024
Product 825,1391.04,2024-12-14,W39,2024
Product 961,216.0,2024-11-05,W39,2024
Product 961,1512.0,,W39,2024
Product 962,820.8,2024-11-05,W39,2024
Product 962,907.2,,W39,2024
Product 969,734.4,2024-11-05,W39,2024
Product 969,2808.0,2024-11-11,W39,2024
Product 2264,1008.0,2024-12-23,W39,2024
Product 2155,2511.0,2024-11-10,W39,2024
Product 2308,72.0,2024-11-05,W39,2024
Product 2308,504.0,2024-12-21,W39,2024
Product 2324,1368.0,2024-12-22,W39,2024
Product 2166,729.0,2024-11-08,W39,2024
Product 2172,1368.0,2024-11-12,W39,2024
Product 803,936.0,2024-11-05,W39,2024
Product 2177,2028.0,2024-12-30,W39,2024
Product 2225,2028.0,2024-12-23,W39,2024
Product 772,1248.0,2024-11-18,W39,2024
Product 781,1638.0,2024-11-18,W39,2024
Product 790,936.0,2024-11-18,W39,2024
Product 2179,1560.0,2024-12-23,W39,2024
Product 2181,858.0,2024-12-30,W39,2024
Product 2221,546.0,2024-11-05,W39,2024
Product 1461,390.0,2024-12-30,W39,2024
Product 1472,390.0,2024-12-30,W39,2024
Product 1625,993.6,2024-11-05,W39,2024
Product 1510,1036.8,2024-11-05,W39,2024
Product 1511,1036.8,2024-11-05,W39,2024
Product 1517,1036.8,2024-11-05,W39,2024
Product 1698,1036.8,2024-11-05,W39,2024
Product 459,1512.0,2024-11-19,W39,2024
Product 460,544.32,2024-11-19,W39,2024
Product 431,1512.0,2024-11-19,W39,2024
Product 461,1512.0,2024-11-20,W39,2024
Product 462,544.32,2024-11-20,W39,2024
Product 1553,1735.24,2024-11-28,W39,2024
Product 969,777.6,2024-10-08,W39,2024
Product 969,3240.0,2024-10-21,W39,2024
Product 106,1503.36,2024-10-18,W39,2024
Product 2241,702.0,2024-11-11,W39,2024
Product 2279,468.0,2024-11-05,W39,2024
Product 1931,563.2,2024-10-01,W39,2024
Product 23,1440.0,2024-10-29,W39,2024
Product 340,1512.0,2024-10-15,W39,2024
Product 341,1512.0,2024-10-15,W39,2024
Product 342,1512.0,2024-10-16,W39,2024
Product 343,1512.0,2024-10-16,W39,2024
Product 663,1.6,2024-12-08,W39,2024
Product 1764,1836.0,2024-10-12,W39,2024
Product 1765,1965.6,2024-10-11,W39,2024
Product 1765,43.2,,W39,2024
Product 2193,936.0,,W39,2024
Product 1368,518.4,,W39,2024
Product 1351,129.6,2024-06-04,W39,2024
Product 1560,2510.56,2024-09-24,W39,2024
Product 2292,60.0,2023-11-26,W39,2024
Product 1932,576.0,,W39,2024
Product 348,495.18,2024-10-08,W39,2024
Product 960,972.0,2024-10-14,W39,2024
Product 955,518.4,,W39,2024
Product 956,1339.2,,W39,2024
Product 957,345.6,,W39,2024
Product 958,950.4,,W39,2024
Product 1055,6780.0,2024-10-23,W39,2024
Product 1055,6720.0,2024-10-23,W39,2024
Product 962,939.6,,W39,2024
Product 1289,946.08,,W39,2024
Product 1287,482.4,,W39,2024
Product 1012,3024.0,,W39,2024
Product 1013,43.2,,W39,2024
Product 1807,293.76,,W39,2024
Product 1289,432.0,,W39,2024
Product 1766,556.56,,W39,2024
Product 1286,576.0,,W39,2024
Product 2028,1080.0,2024-10-24,W39,2024
Product 2053,993.6,2024-10-25,W39,2024
Product 2054,1036.8,2024-12-21,W39,2024
Product 2099,129.6,,W39,2024
Product 2099,1468.8,2024-10-06,W39,2024
Product 2099,172.8,,W39,2024
Product 2107,1900.8,2024-11-17,W39,2024
Product 411,1399.68,2024-10-09,W39,2024
Product 2132,138.24,2024-09-27,W39,2024
Product 2132,46.08,2024-10-01,W39,2024
Product 2126,1555.2,2024-10-17,W39,2024
Product 2127,1944.0,2024-10-19,W39,2024
Product 2131,1598.4,2024-10-20,W39,2024
Product 2033,1555.2,2024-10-11,W39,2024
Product 2035,1641.6,2024-10-15,W39,2024
Product 368,777.6,2024-10-25,W39,2024
Product 367,1503.36,2024-10-22,W39,2024
Product 368,1503.36,2024-10-25,W39,2024
Product 366,673.92,2024-10-23,W39,2024
Product 2099,129.6,,W39,2024
Product 772,96.0,2024-11-18,W39,2024
Product 2215,800.0,2024-10-21,W39,2024
Product 2132,1658.88,2024-10-26,W39,2024
Product 2139,2803.68,2024-11-11,W39,2024
Product 2127,2030.4,2024-10-19,W39,2024
Product 2034,2246.4,2024-11-12,W39,2024
Product 1953,378.0,2024-09-27,W39,2024
Product 16,1248.0,2024-10-30,W39,2024
Product 38,480.0,2024-10-31,W39,2024
Product 71,967.68,2024-10-25,W39,2024
Product 74,1105.92,2024-10-24,W39,2024
Product 364,1503.36,2024-10-19,W39,2024
Product 374,155.52,2024-10-01,W39,2024
Product 485,1512.0,2024-10-09,W39,2024
Product 2133,92.16,2024-10-01,W39,2024
Product 2133,1566.72,,W39,2024
Product 2058,1512.0,2024-11-09,W39,2024
Product 2131,1728.0,2024-10-20,W39,2024
Product 2034,1728.0,2024-11-12,W39,2024
Product 1953,378.0,2024-09-27,W39,2024
Product 2023,907.2,2024-10-07,W39,2024
Product 2023,129.6,2024-11-04,W39,2024
Product 2130,1036.8,2024-10-25,W39,2024
Product 365,1503.36,2024-10-23,W39,2024
Product 467,1368.0,2024-10-27,W39,2024
Product 2017,1036.8,2024-11-20,W39,2024
Product 422,2016.0,2024-11-26,W39,2024
Product 368,1503.36,2024-11-26,W39,2024
Product 380,1503.36,2024-11-26,W39,2024
Product 436,1503.36,2024-12-04,W39,2024
Product 2139,3041.28,2024-11-11,W39,2024
Product 2110,1663.2,,W39,2024
Product 2111,4039.2,,W39,2024
Product 2133,3041.28,,W39,2024
Product 2127,1728.0,,W39,2024
Product 2033,1728.0,,W39,2024
Product 1953,420.0,2024-12-02,W39,2024
Product 1964,378.0,2024-12-02,W39,2024
Product 2135,2995.2,2024-10-08,W39,2024
Product 2121,1036.8,2024-10-30,W39,2024
